PAYBACK_TYPE,LMK_KEY,RECOMMENDATION_ITEM,RECOMMENDATION_CODE,RECOMMENDATION,CO2_IMPACT
MEDIUM,74956790302018111412341724709990,3,BF9,Consider introducing orimproving cavity wall insulation.,MEDIUM
LONG,74956790302018111412341724709990,3,BF2,Consider introducing or improving insulation of flat roofs.,MEDIUM
SHORT,74956790302018111412341724709990,3,BF7,"Consider adjusting existing, or installing new, automatic external door closers, or consider adopting revolving door solutions.",LOW
MEDIUM,74956790302018111412341724709990,4,HW19,Engage experts to propose specific measures to reduce hot water wastage and plan to carry this out.,MEDIUM
LONG,74956790302018111412341724709990,4,AE4,Consider installing building mounted photovoltaic electricity generating panels.,HIGH
MEDIUM,74956790302018111412341724709990,5,BF22,Consider engaging experts to review the condition of the building fabric and propose measures to improve energy performance.  This might include building pressure tests for air tightness and thermography tests for insulation continuity.,MEDIUM
MEDIUM,74956790302018111412341724709990,6,BF10,Consider introducing or improving wall insulation (internal lining) to solid single skin structures.,MEDIUM
LONG,111965698752018080717484503019850,1,AE4,Consider installing building mounted photovoltaic electricity generating panels.,MEDIUM
MEDIUM,111965698752018080717484503019850,1,BF22,Consider engaging experts to review the condition of the building fabric and propose measures to improve energy performance. This might include building pressure tests for air tightness and thermography tests for insulation continuity.,HIGH
SHORT,111965698752018080717484503019850,1,AC12,Engage experts to survey the air conditioning systems and propose remedial works to improve condition and operating efficiency.,MEDIUM
SHORT,111965698752018080717484503019850,2,BF6,"Consider how building fabric air tightness could be improved, for example sealing, draught stripping and closing off unused ventilation openings, chimneys.",HIGH
LONG,111965698752018080717484503019850,2,AE3,Consider installing building mounted solar water heating.,LOW
MEDIUM,111965698752018080717484503019850,2,BF10,Consider introducing or improving wall insulation (internal lining) to solid single skin structures.,MEDIUM
MEDIUM,111965698752018080717484503019850,3,BF17,Consider installing flexible plastic curtains across loading bay doors.,MEDIUM
SHORT,111965698752018080717484503019850,3,BF16,Consider installing automatic closers to loading bay goods doors or shutters.,HIGH
LONG,111965698752018080717484503019850,3,BF3,Consider replacing or improving glazing.,HIGH
LONG,111965698752018080717484503019850,4,BF12,Consider introducing or improving ground or exposed floor insulation.,MEDIUM
MEDIUM,111965698752018080717484503019850,4,BF9,Consider introducing or improving cavity wall insulation.,MEDIUM
SHORT,111965698752018080717484503019850,4,BF20,Consider installing high speed shutter doors to loading bays.,HIGH
MEDIUM,111965698752018080717484503019850,5,X3,Consider implementing regular inspections of the building fabric to check on the condition of insulation and sealing measures and removal of accidental ventilation paths.,MEDIUM
SHORT,111965698752018080717484503019850,5,AC23,Engage experts to review overall air conditioning strategy and propose an investment programme for upgrading and/or switching to alternative solutions.,LOW
SHORT,111965698752018080717484503019850,6,X12,Clean windows and roof lights to maximise daylight entering building and reduce the need for artificial lighting.,LOW
SHORT,111965698752018080717484503019850,7,X11,Consider implementing a programme of planned lighting systems maintenance to maintain effectiveness and energy efficiency.,HIGH
SHORT,111965698752018080717484503019850,8,X9,Engage experts to assess the air conditioning systems in accordance with CIBSE TM 44.  (This could be an appropriate opportunity to engage an accredited energy Assessor to undertake an inspection in compliance with the EPB Regulations SI 2007/991 as amended.),MEDIUM
MEDIUM,12070724052016021809515508909860,1,BF22,Consider engaging experts to review the condition of the building fabric and propose measures to improve energy performance. This might include building pressure tests for air tightness and thermography tests for insulation continuity.,HIGH
SHORT,12070724052016021809515508909860,1,HS10,Engage experts to survey the condition of the heating systems and propose remedial works.,HIGH
LONG,12070724052016021809515508909860,1,AE3,Consider installing building mounted solar water heating.,HIGH
OTHER,12070724052016021809515508909860,1,None,It was noted during the site visit that one of the boilers was not functioning properly. This should be rectified as soon as possible.,MEDIUM
LONG,12070724052016021809515508909860,2,BF3,Consider replacing or improving glazing.,HIGH
MEDIUM,12070724052016021809515508909860,2,X3,Consider implementing regular inspections of the building fabric to check on the condition of insulation and sealing measures and removal of accidental ventilation paths.,HIGH
SHORT,12070724052016021809515508909860,2,BF6,"Consider how building fabric air tightness could be improved, for example sealing, draught stripping and closing off unused ventilation openings, chimneys.",HIGH
SHORT,12070724052016021809515508909860,3,LE7,Consider with building users ways in which people can be encouraged to use lifts and escalators less.,MEDIUM
LONG,12070724052016021809515508909860,3,X5,Engage experts to review overall heating strategy and propose an investment programme for upgrading and/or switching to alternative solutions.,HIGH
SHORT,12070724052016021809515508909860,4,HW3,Engage experts to survey the condition of the HWS systems and propose remedial and upgrading works to improve condition and operating efficiency.,HIGH
SHORT,12070724052016021809515508909860,5,HS17,If stratification occurs consider re-circulating the air during heating.,MEDIUM
LONG,76413291252019060413425906009885,1,X13,"Engage experts to review the building lighting strategies and propose alterations and/or upgrades to daylighting provisions, luminaires and their control systems and an implementation plan.",MEDIUM
SHORT,76413291252019060413425906009885,1,X11,Consider implementing a programme of planned lighting systems maintenance to maintain effectiveness and energy efficiency.,MEDIUM
LONG,76413291252019060413425906009885,2,X14,"Engage experts to review the HWS systems provisions and propose remedial works, upgrades and/or alternative provisions to improve effectiveness and efficiency and plan for implementation.",LOW
SHORT,76413291252019060413425906009885,2,HW3,Engage experts to survey the condition of the HWS systems and propose remedial and upgrading works to improve condition and operating efficiency.,LOW
LONG,76413291252019060413425906009885,3,BF8,Consider constructing draught lobbies to reduce unwanted air infiltration.,LOW
SHORT,76413291252019060413425906009885,3,HW20,Consider fitting 24 hour/7 day time controls onto electric HWS cylinders.,MEDIUM
SHORT,76413291252019060413425906009885,4,OM15,"It is recommended that energy management techniques are introduced.  These could include efforts to gain building users commitment to save energy, allocating responsibility for energy to a specific person (champion), setting targets and monitoring.",MEDIUM
