PAYBACK_TYPE,LMK_KEY,RECOMMENDATION_ITEM,RECOMMENDATION_CODE,RECOMMENDATION,CO2_IMPACT
SHORT,104017062052015081300102104009605,2,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,104017062052015081300102104009605,3,EPC-H6,Add local temperature control to the heating system.,MEDIUM
SHORT,104017062052015081300102104009605,3,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,104017062052015081300102104009605,4,EPC-H8,Add weather compensation controls to heating system.,LOW
SHORT,104017062052015081300102104009605,4,EPC-W1,Install more efficient water heater.,MEDIUM
LONG,104017062052015081300102104009605,5,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
LONG,104348070002015082516534004400280,1,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
SHORT,104348070002015082516534004400280,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,MEDIUM
SHORT,104348070002015082516534004400280,2,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,104348070002015082516534004400280,2,EPC-R3,Consider installing solar water heating.,LOW
LONG,104348070002015082516534004400280,3,EPC-R4,Consider installing PV.,LOW
SHORT,104348070002015082516534004400280,3,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,104348070002015082516534004400280,4,EPC-H7,Add optimum start/stop to the heating system.,LOW
LONG,104348070002015082516534004400280,5,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
OTHER,101500580202018032618594809100270,1,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
LONG,101500580202018032618594809100270,1,EPC-R3,Consider installing solar water heating.,LOW
SHORT,101500580202018032618594809100270,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
LONG,101500580202018032618594809100270,2,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
SHORT,101500580202018032618594809100270,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
SHORT,101500580202018032618594809100270,3,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,101500580202018032618594809100270,3,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
LONG,101500580202018032618594809100270,4,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
LONG,101500580202018032618594809100270,5,EPC-R4,Consider installing PV.,LOW
SHORT,101504128912015051218235706009341,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
LONG,101504128912015051218235706009341,1,EPC-H7,Add optimum start/stop to the heating system.,LOW
MEDIUM,101504128912015051218235706009341,1,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,101504128912015051218235706009341,2,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
LONG,101504128912015051218235706009341,3,EPC-H8,Add weather compensation controls to heating system.,LOW
LONG,101504128912015051218235706009341,4,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
LONG,101504128912015051218235706009341,5,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
SHORT,102006080402015052808235526400050,1,EPC-H2,Add time control to heating system.,MEDIUM
LONG,102006080402015052808235526400050,1,EPC-H5,Add local time control to heating system.,MEDIUM
MEDIUM,102006080402015052808235526400050,1,EPC-H1,Consider replacing heating boiler plant with high efficiency type.,HIGH
LONG,102006080402015052808235526400050,2,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
MEDIUM,102006080402015052808235526400050,2,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
MEDIUM,102006080402015052808235526400050,3,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,HIGH
LONG,102006080402015052808235526400050,3,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
LONG,102006080402015052808235526400050,4,EPC-R5,Consider installing an air source heat pump.,HIGH
MEDIUM,102006080402015052808235526400050,4,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
LONG,102006080402015052808235526400050,5,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
MEDIUM,102006080402015052808235526400050,5,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
MEDIUM,102006080402015052808235526400050,6,EPC-H6,Add local temperature control to the heating system.,MEDIUM
MEDIUM,102006080402015052808235526400050,7,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
SHORT,102091230022015060217510766060950,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
MEDIUM,102091230022015060217510766060950,1,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
LONG,102091230022015060217510766060950,1,EPC-H6,Add local temperature control to the heating system.,MEDIUM
LONG,102091230022015060217510766060950,2,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
MEDIUM,102091230022015060217510766060950,2,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
SHORT,102091230022015060217510766060950,2,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,102091230022015060217510766060950,3,EPC-W1,Install more efficient water heater.,MEDIUM
SHORT,102091230022015060217510766060950,3,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
MEDIUM,102091230022015060217510766060950,3,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
SHORT,102091230022015060217510766060950,4,EPC-H2,Add time control to heating system.,MEDIUM
LONG,102091230022015060217510766060950,4,EPC-H5,Add local time control to heating system.,MEDIUM
LONG,102091230022015060217510766060950,5,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
LONG,102304294252015082314554309009705,1,EPC-H6,Add local temperature control to the heating system.,LOW
SHORT,102304294252015082314554309009705,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
LONG,102304294252015082314554309009705,2,EPC-H5,Add local time control to heating system.,LOW
SHORT,102304294252015082314554309009705,2,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
SHORT,102304294252015082314554309009705,3,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,102304294252015082314554309009705,3,EPC-H3,Consider replacing heating boiler plant with a condensing type.,MEDIUM
LONG,102304294252015082314554309009705,4,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
LONG,102304294252015082314554309009705,5,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
LONG,102649650302015062411050617210260,1,EPC-H7,Add optimum start/stop to the heating system.,LOW
LONG,102649650302015062411050617210260,2,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
LONG,102649650302015062411050617210260,3,EPC-R3,Consider installing solar water heating.,LOW
LONG,102649650302015062411050617210260,4,EPC-H5,Add local time control to heating system.,LOW
OTHER,102690070062015063016155522260780,1,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
OTHER,102690070062015063016155522260780,2,EPC-L1,Replace 38mm diameter (T12) fluorescent tubes on failure with 26mm (T8) tubes.,HIGH
OTHER,102690070062015063016155522260780,3,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,LOW
LONG,102845530062017090416355873780020,1,EPC-R4,Consider installing PV.,LOW
LONG,102943860242016071423493944300930,1,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
SHORT,102943860242016071423493944300930,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
LONG,102943860242016071423493944300930,2,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
SHORT,102943860242016071423493944300930,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
LONG,102943860242016071423493944300930,3,EPC-R3,Consider installing solar water heating.,LOW
SHORT,102943860242016071423493944300930,3,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,102943860242016071423493944300930,4,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
SHORT,102943860242016071423493944300930,4,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,102943860242016071423493944300930,5,EPC-R5,Consider installing an air source heat pump.,HIGH
LONG,103042362052015070616472206019417,1,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
SHORT,103042362052015070616472206019417,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
SHORT,103042362052015070616472206019417,2,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,103042362052015070616472206019417,2,EPC-R3,Consider installing solar water heating.,LOW
LONG,103042362052015070616472206019417,3,EPC-H3,Consider replacing heating boiler plant with a condensing type.,HIGH
LONG,103042362052015070616472206019417,4,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
LONG,103042362052015070616472206019417,5,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
OTHER,112447046232016051812413412000090,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,MEDIUM
OTHER,112447046232016051812413412000090,2,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
OTHER,112447046232016051812413412000090,3,EPC-E1,"Some floors are poorly insulated - introduce and/or improve insulation. Add insulation to the exposed surfaces of floors adjacent to underground, unheated spaces or exterior.",HIGH
OTHER,112447046232016051812413412000090,4,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,HIGH
OTHER,112447046232016051812413412000090,5,EPC-R5,Consider installing an air source heat pump.,HIGH
OTHER,112464596232016051812361919000996,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,MEDIUM
OTHER,112464596232016051812361919000996,2,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
OTHER,112464596232016051812361919000996,3,EPC-E1,"Some floors are poorly insulated - introduce and/or improve insulation. Add insulation to the exposed surfaces of floors adjacent to underground, unheated spaces or exterior.",HIGH
OTHER,112464596232016051812361919000996,4,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,HIGH
OTHER,112464596232016051812361919000996,5,EPC-R5,Consider installing an air source heat pump.,HIGH
SHORT,112535381032019052115502794000394,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,112535381032019052115502794000394,1,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
LONG,112535381032019052115502794000394,2,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
LONG,112535381032019052115502794000394,3,EPC-H7,Add optimum start/stop to the heating system.,LOW
LONG,112535381032019052115502794000394,4,EPC-R3,Consider installing solar water heating.,LOW
LONG,112535381032019052115502794000394,5,EPC-H8,Add weather compensation controls to heating system.,LOW
SHORT,112547270062016052311072387950140,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
